count,mean,std,min,25%,50%,75%,max
308854.0,170.61524862880196,10.658026052142686,91.0,163.0,170.0,178.0,241.0
308854.0,83.58865454227563,21.343209763039585,24.95,68.04,81.65,95.25,293.02
308854.0,28.62621053960772,6.522323094694673,12.02,24.21,27.44,31.85,99.33
308854.0,5.096365920467276,8.199762520952024,0.0,0.0,1.0,6.0,30.0
308854.0,29.835200450698387,24.875735359676757,0.0,12.0,30.0,30.0,120.0
308854.0,15.110440531772294,14.926238423594928,0.0,4.0,12.0,20.0,128.0
308854.0,6.296615876757302,8.582954204157675,0.0,2.0,4.0,8.0,128.0
